Auteur,Adresse,Lien,Type-lien
"=?UTF-8?Q?beIN_SPORTS?="" ",information@beinsportsconnect.fr,"https://s3s.fr/l-uns/6131204/1201740/2136749578.html>,",lien
Fnac ,Fnac@consumer-live.com,https://cinte.consumer-live.com/unsubscribe/18/a6e3332fe2383428254e82f9ba6ee8f8bd887e41/0>,lien
"EA"" ",EA@e.ea.com,leave-fd8215781a3c402029-fe26117376670375761273-febe177776610c7a-fe8b13727761037471-ff011575776402@leave.e.ea.com,mailto
=?utf-8?Q?Anchor?= ,noreply@anchor.fm,"https://anchor.us12.list-manage.com/unsubscribe?u=6f574da9f026d0b4ee8b35efc&id=80942c7a70&e=6b60950cfa&c=1a987b8962>,",lien
=?UTF-8?Q?Yuka?= ,hello@yuka.io,https://r.m.yuka.io/tr/un/li/VXBtQO8gB6s6_-LcH3jcryj_eiTbwyxOmEvEnb6PUsirLIdtIEPNMEgT3GaCmWyCAdGoe2y8ic1XR1nh4vYC4jatQGg-D55o02rWc-AEPmoVF4fyaf9Skp2bHDX8DR2WXd_cDEhhlS4PBApNtbCfrVHnJw>,lien
Marcos Benzaquen ,marcos.benzaquen@etu.univ-paris-diderot.fr,sympa@listes.univ-paris-diderot.fr,mailto
=?utf-8?Q?Lise=20d=27Altibus.com?= ,newsletter@altibus.com,"https://altibus.us9.list-manage.com/unsubscribe?u=b00ce8ef6d91820e503333d31&id=999d105c1b&e=28d4bb5e52&c=799f458c7d>,",lien
Redbubble ,redbubble@delightedapp.com,https://delighted.com/e/fr/u/5VMFFmHQtoMfi04ZF1OjDlNc/2Jwrb5Tv>,lien
"Mimo"" ",support@getmimo.com,https://email.getmimo.com/unsubscribe/RKmpAwAAAW6ji6VE7H2M8lV2f44rRg==>,lien
=?UTF-8?B?ZWFzeUpldA==?= ,generationeasyJet@email.easyJet.com,https://email.easyjet.com/pub/optout/UnsubscribeOneStepConfirmAction?YES=true&_ri_=X0Gzc2X%3DYQpglLjHJlYQGuzfap0ut8GlyYHXzbzfMLouqnjCiDHqBzgRoOHzfwSCyXtqjNXzan20OMze9s&_ei_=EolaGGF4SNMvxFF7KucKuWP6AnOrAp2FsB7u4zqTO1I2wB8JiRYpH_GM6xQdQZIRjCf39U9ky_LFspoS36hnr03uYnpL5kQy6Uzi7EaApH2CYYc9RsBJ-zmGTJHXCKM.>,lien
FNAC ,info@fnac.nexway.com,https://xwv9g.mjt.lu/unsub2?m=AM8AAFZRd4YAAcidGAIAAKsBUgYAAAAAtpMAmxtmAAyXxwBd0q7e3-tgRdi4SJ6IJ5e3CnPl2wAMBcI&b=ab84c2f7&e=c575dbb3&x=B1jtlFi52hRE84zT6riOI-KSuxI9rikZBYj0d6L77b8>,lien
=?utf-8?Q?J=C3=A9r=C3=A9my=20de=201026?= ,jeremy@1026.life,"https://studio.us1.list-manage.com/unsubscribe?u=c6540724bfbf38af3330e2d06&id=cb5134957a&e=ba211de8fa&c=ebefe04bb5>,",lien
"Bitdefender"" ",connect@hello.bitdefender.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/786874886_48700_5031_Jzk6wmkYeH>,lien
"=?UTF-8?Q?6play?="" ",newsletter@programme.m6.fr,gezdmmrngeytiobufu4tiojyg4zdk@lu.service6play.m6.fr,mailto
"Betclic"" ",communication@emails.betclic.fr,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/794521575_305772_16716_rcVm5Q7UuU>,lien
"=?UTF-8?Q?beIN_SPORTS?="" ",information@mailing.beinsports.fr,"https://s3s.fr/l-uns/5613913/1201740/2136749578.html>,",lien
ARKOSE ,no-reply@extraclub.fr,contact@arkose.com,mailto
The Khan Academy team ,hello@khanacademy.org,"https://emails.khanacademy.org/oc/5bc065b2cdb7ec707c3c9e00alato.9wj6/f4fbf39a>,",lien
"Directferries.com"" ",reviews@directferries.com,u+mq6wgyrsgnqwkjtjhvkestkfkrauetcfknlfe3cinf2tgzsrgaydanbqgvstsjjugbsgs4tfmn2gmzlsojuwk4zomnxw2jtihvrdqzdfha2ggmrxgzswcolghfstcn3fgvstqojwhbtgezrqhe3dsjtshvwhky3bonrgc4tcoistimdpov2gy33pnmxgg33nez2d243infyf6ztfojzhsx3smv3gszlxl5zgk4lvmvzxi@directferries.com,mailto
"Evernote Team"" ",team@emails.evernote.com,leave-fd8311731a3c402029-fe1d15797c600075701274-fefc157470650c-fe8113727d6c0d7872-fefb15727c640c@leave.emails.evernote.com,mailto
"Directferries.com"" ",noreply@directferries.com,u+mq6wgyrsgnqwkjtjhvcemv2fijjvmurrgrtg2m2zorygi5ltgaydambumyzgejjugbsgs4tfmn2gmzlsojuwk4zomnxw2jtihu2tgmjqmi2tmmzqha3donddga3tmmddmu2wczrwga2gentbge2dcjtshvwhky3bonrgc4tcoistimdpov2gy33pnmxgg33nez2d2jjsie@directferries.com,mailto
Toyota par Diplomeo ,orientation@diplomeo.co,https://ml.diplomeo.com/out/?md5=13f6e233aabe26057fd51069e4a5404c>,lien
Agence imagine R ,votresouscriptionimaginer@communication-navigo.fr,unsub-ed6e7cff.uo7q.x0v22moj8ty00@bnc3.mailjet.com,mailto
"LMDE Assurance Maladie"" ",marketing.cpam-lille-douai@cpam-info.com,"https://cpam-info.com/d6.php?ec=1&l=Q1BBTTUwOF8wNA==&e=bHVjYXNiYXJickBvdXRsb29rLmNvbQ==&i=101747541&v=8>,<mailto:CPAM508_04_s+lucasbarbr=outlook.com.101747541@return.oximailing.com?subject=Desabonnement%20de%20%3A%20lucasbarbr%40outlook%2Ecom>",lien
"=?UTF-8?Q?MesOpinions=2Ecom?="" ",noresponse@news.mesopinions.com,gm2c2njxgyytmljrgm2dgnztg4za@lu.mesopinions.com,mailto
=?UTF-8?B?Qml0ZGVmZW5kZXI=?= ,bitdefender@connect.bitdefender.com,"https://connect.bitdefender.com/pub/optout/UnsubscribeOneStepConfirmAction?YES=true&_ri_=X0Gzc2X%3DYQpglLjHJlYQGuii60stzcHazbiN5vzcRtv9zgXSzgdJvazbczdOCiEss3gyCgBO0qbH1f&_ei_=EolaGGF4SNMvxFF7KucKuWP6AnOrAp2FsB7u4zqTO1I257wy4xmcemh-jqfS7Cg1Ja488w0XUhUriN_uwDVdZSJOq0PkCi1McpiUEy3tHAwBi9oCmAemSY4>,",lien
"service-client OUIGO"" ",service_client@e.ouigo.com,unsubscribe-877280b0b115b5098bb2412f5d640001d8108ce4705591fc1e0fe4c799f84d7f@e.ouigo.com,mailto
Nomad Education ,info@nomadeducation.fr,unsub-f1acdd03.9jnx.0l0zz5jmsyo1n@bnc3.mailjet.com,mailto
"Dashlane"" ",no-reply@dashlane.com,v2_NTY4MjhkZjk0YTI0OTMyOGM2MDAwMDE3XzU2ODI4ZTM1MGRhYWMxNjRkMzAwMDAyMF81ODFiMDQ3OTVjNWE2ODM1NDA4MDIxNGVfTldNNVpUUmpabVl4WWpCbE5HUTNOamxtWVRBMVpHTm1YeVJmWTJNbWJYTW1iWFk5TldNNVpUUmpabVl4WWpCbE5HUTNOamxtWVRBMVpHSmlKbkJwUFdOdGNBPT0@unsubscribe.emailinboundprocessing.com,mailto
"Betclic"" ",info@emails.betclic.fr,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/794521575_26389_154_rcVm5Q7UuU>,lien
Betclic ,newsletter@emailing.betclic.fr,leave-fd19107975616b2531492c-fe37167474600d79751470-fe951271746d0c7d74-fe9512727361047e71-ff69167277@leave.bcevekg.com,mailto
"Bitdefender"" ",hello@hello.bitdefender.com,https://list-unsubscribe.eservice.emarsys.net/api/unsubscribe/786874886_3441_114013_Jzk6wmkYeH>,lien
Etihad Airways ,notifications@etihadairways.com,http://plusgrade.etihadairways.com/mpss/u/_QA/fosGAA/t.2pg/9fmQnMcxTti5juK038-nUA/um24>,lien
KAYAK ,service@email.kayak.com,unsubscribe@kayak-m.sparkpostelite.com,mailto
=?utf-8?Q?Marie?= ,marie@neoness-forme.com,"https://neoness-forme.us13.list-manage.com/unsubscribe?u=ead1332cd440a21145547b338&id=208ac4d6fa&e=c911f81539&c=c9e15e2a80>,",lien
"=?utf-8?Q?Votre_agence_Randstad?="" ",service.marketing@info.randstad.fr,abuse@info.randstad.fr,mailto
"=?UTF-8?Q?Gala_-_L'Actu_du_Matin?="" ",gala@ml.gala-news.fr,"https://s3s.fr/l-uns/4852059/7856153/2136749578.html>,",lien
"Instagram"" ",registrations@mail.instagram.com,https://instagram.com/emails/unsubscribe/tutorial?user_id=10703558289&sig=AU90peFjHvsmVeGf>,lien
"Vos actus maRATP"" ",maratp@news.maratp.fr,bounce@news.maratp.fr,mailto
"CRM France"" ",reply@bcevekg.com,leave-fd801d721a3c402029-fe37167474600d79751470-fe8e11757663077c7c-fe9512727361047e71-ff981774@leave.bcevekg.com,mailto
,etude_BeINSports@ipsos-online.com,54a328e585a14e0884c99ccf345091d1@unsub.ipsos-online.com,mailto
"Xbox"" ",Xbox@engage.xbox.com,leave-fd8315771a3c402029-fe1d117574610c74721274-fe8b17757267017b72-fe5f15707362017c7c10-ffcd16@leave.engage.xbox.com,mailto
"=?utf-8?Q?Vente_Du_Diable=2Ecom?="" ",newsletter@invitation.vente-du-diable.com,abuse@invitation.vente-du-diable.com,mailto
"=?utf-8?B?U05DRiBGaWTDqWxpdMOpIC0gUHJvZ3JhbW1lIFZveWFnZXVy?="" ",programmevoyageur@nl2.sncf-fidelite.com ,http://tr.nl2.sncf-fidelite.com/do?437A2B7DF81B5F28BE9F207F4492AE441932948A779FFC3DEA8380E0E8D34DA98CB4A942DC564F2A>,lien
UEFA Gaming hub ,info@newsletter.uefa.com,"http://newsletter.uefa.com/HD?b=Q0r0DXtEqW3M-A7XTktRS7t7uXP1P-NNrcsW_wsuAwridV0wpUYfub0h1u5-b3Fr&c=CjekpYIHhFisX5tOcNufDg>,",lien
"Microsoft Office 365"" ",MicrosoftOffice365@email.office.com,leave-fd521c71750b5c392848-fdfd15717d62067c73107276-fec71d71746c0579-fe9815707264017b71-ffcc17@leave.email.office.com,mailto
"=?utf-8?B?U05DRiDigJMgQ2FydGUgSmV1bmU=?="" ",sncf@nl2.sncf-fidelite.com ,https://eur01.safelinks.protection.outlook.com/?url=http%3A%2F%2Ftr.nl2.sncf-fidelite.com%2Fdo%3F2DAE71DE0EB0B68FB1FC938CB6AF5F8158C3977D39EB030F879F42D5EE5BA21C79DA9681F12A7602&data=02%7C01%7C%7C4655bb8f2cbd449c98aa08d5d04c5b52%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636643948728187037&sdata=DFbEMCG71qZlmpeu7ycLUIf6sh6bBoqG%2FCGUrIyJJNY%3D&reserved=0>,lien
"=?ISO-8859-1?Q?Maril=E8ne?= Callegari
	",marilene.callegari@paris7.jussieu.fr,sympa@listes.univ-paris-diderot.fr,mailto
"=?utf-8?B?QVNVUw==?=""",ASUS_FRA@nedm.asus.com,https://eur03.safelinks.protection.outlook.com/?url=http%3A%2F%2Fcrm.itpison.com%2FAspweb%2FUnsubscribe%2FUnsubscribe.asp%3FSetPage%3DUnsubscribe%26ECode%3D0K80556fd5K0K13aaad6K13b7c59K15e8f86K1292K1370&data=02%7C01%7C%7C47a0e4a1eec940b9280808d5c4c28900%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636631262149586050&sdata=GAuC54eKw5MQ9LJfHN%2F0pky0Q%2BG34dtResLAOJOX8Cg%3D&reserved=0>,lien
=?UTF-8?q?Optimal_Sup-Sp=C3=A9?= ,contact@optimalsupspe.fr,https://eur04.safelinks.protection.outlook.com/?url=http%3A%2F%2F1w2pe.r.a.d.sendibm1.com%2Ffo00hrvgwatng.html&data=02%7C01%7C%7C8bb79ffd0d4145a3284308d5bbe2ee67%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636621505684768166&sdata=6vsMWR1Q701aOTpfQnXgOQt6SoDmPIxtgZUGHZHX0NE%3D&reserved=0>,lien
Alexandre Lafaurie via LinkedIn ,invitations@linkedin.com,https://eur02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.linkedin.com%2Fe%2Fv2%3Fe%3Ddrmson-jg4ugxa7-ys%26t%3Dlun%26midToken%3DAQFmrFVhGEd36Q%26ek%3Demail_second_guest_reminder_02%26li%3D9%26m%3Dunsub%26ts%3Dunsub%26loid%3DAQGyE3NT3GLylAAAAWLYhWX2FTzSoB3JhGx6LaCRI5qwTt1uMwljwK7GKQKJZn3a_OHLL92IqwrQJcuxCNvF1o6Xd1XdAtPQRhbMvuXkLSnP%26eid%3Ddrmson-jg4ugxa7-ys&data=02%7C01%7C%7Ce34b637e479e4e4bd90e08d5a51fdd34%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636596478622147198&sdata=E8xcbzsbIpRw%2BriMu%2FxPd4YGIeSRLuXWnoYnAiK2dXY%3D&reserved=0>,lien
Alexandre Lafaurie ,messages-noreply@linkedin.com,https://nam03.safelinks.protection.outlook.com/?url=https%3A%2F%2Fwww.linkedin.com%2Fe%2Fv2%3Fe%3D-bhje5f-jfmck2qc-gj%26t%3Dlun%26midToken%3DAQFmrFVhGEd36Q%26ek%3Dinvite_guest%26li%3D426%26m%3Dunsub%26ts%3Dunsub%26loid%3DAQHAg0y4sOjwEwAAAWKVPLqPBjTK05BBJ4FovyIm3d4BkbT5NwrVQhh1bpHHp_0enesLzIlwLRxyG29LPk4s1CIrzknzU_zYZMxh9Vtw%26eid%3D-bhje5f-jfmck2qc-gj&data=02%7C01%7C%7Cc36df94e41be460e1b2908d59adb8c94%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636585190100095249&sdata=Xfc1NF0X3qTIVt1HU5%2FvMhK1hQ5HoagYlAYB6EshBsA%3D&reserved=0>,lien
ZEbet ,contact@email.zeturf.com,"https://nam03.safelinks.protection.outlook.com/?url=http%3A%2F%2Femail.zeturf.com%2FHD%3Fb%3DgcVuvKdIAregzWHqy8lIhvxiCga4o-gVtxFsp9ji918rgV4hiWJ5XkwwcpipFUJj%26c%3DVMkv6gX9K6Sisn-gpAvXBw&data=02%7C01%7C%7Ce53d00d0dbd34cc9d25808d59a12022c%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636584324487626036&sdata=p%2FFoJmweqOUboAsMmfXjiXyoH0y8mwDERQsozn6zv%2Bg%3D&reserved=0>,",lien
=?utf-8?Q?L=E2=80=99=C3=A9cole=20du=20Design=20Num=C3=A9rique=20avec=20digiSchool?= ,newsletter@digischool.fr,"https://eur01.safelinks.protection.outlook.com/?url=https%3A%2F%2Fkreactive.us8.list-manage.com%2Funsubscribe%3Fu%3Dfa70713fc73855eeb56095e0e%26id%3D923210141b%26e%3D5f0e444881%26c%3D55df6f7465&data=02%7C01%7C%7C04bfb2284c624f50f89108d56ed5f926%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636536787637745235&sdata=mbzYkpQkk3maK2wyzUd6csNgSDoOPkvfOGEeNz%2FYNnU%3D&reserved=0>,",lien
=?utf-8?Q?ESCE=20Bachelor=20avec=20digiSchool?= ,contactbachelor@esce.fr,"https://eur03.safelinks.protection.outlook.com/?url=https%3A%2F%2Fdigischool.us3.list-manage.com%2Funsubscribe%3Fu%3Df6c353e9ba108ac2e183d6393%26id%3D2ea5f1bd83%26e%3D58bd4704ce%26c%3Df92cb6919d&data=02%7C01%7C%7Cd3e86e78505a4775108e08d55cfdfdb5%7C84df9e7fe9f640afb435aaaaaaaaaaaa%7C1%7C0%7C636517168303146378&sdata=awk9chSum%2BPGJno4kcclOCcGQ0I3KPrBTADGmWnQJco%3D&reserved=0>,",lien
"Altibus.com"" ",noreply.invitations@trustpilotmail.com,https://link.trustpilot.com/wf/unsubscribe*q*upn=YIcAWPJZx94BPKBFP-2BC5fJI7XCCgUJ6rq7TBO1UcGlVmo6ylMhjso9zU4AbfIkrFNw75EIVPeDQ0YfPHzPnaxgICimSghcXgyjBVV1G1kctSlKD2tj84p3UbPO4hT3R9ZC1SKGxb4fTtvMgxKSpca0HOPF-2FpT7DSfqA-2FENi6Vtv3zantfHvHKVpksBfL29usGKfNk5lEV-2F-2B8JSvsAqGbvc-2BjWD7ZDyoKA0OlaqxULKtJyGWUiq7ALemJkfiHA7Qf-2FrtVuxTPZqUpsHIFybe4dnbj8n7NTYpiOXFzjjxvepU-3D>,lien
"Uber"" ",email@et.uber.com,leave-fd1016797d6c6b2531492c-fe3016767764047c721178-fe9811727762057f70-fe91127371650c7e70-ff2c1777756d@leave.et.uber.com,mailto
"Uber"" ",uber@uber.com,unsubscribe@uber.sparkpostelite.com,mailto
"=?UTF-8?Q?Marie_de_l'=C3=A9quipe_OuiCar?=
 ",info@msfmail.ouicar.fr,leave-fd521572730b5c392848-fe5d16797064057c7c13-fec115797c67027f-fe8e13727665037b72-ff63167372@leave.sfmail.ouicar.fr,mailto
"=?UTF-8?Q?Cr=C3=A9dit_Agricole_d'Ile-de-France?="" ",no-reply@ca-parismailing.fr,DSME-DECC3119B349DCE3E2B5F0E205EAE70199D430CE11E86D6D@ca-parismailing.fr,mailto
"Fnac.com"" ",fnac@you.digicontent.net,"http://as1.emv2.com/HD?b=WN8KxqoEFA7HddoByWO2ZW2qW2Ouf4qaCoeHzJPihScSq14YhnBN0QSURfXG_ZeH&c=_pJsbk85sRJwajhpMFZ1dA>,",lien
"Microsoft 365 Business"" ",Microsoft365Business@email.office.com,leave-fce915737c6005122d502d29-fe2210797c660375751171-febf1373776c0378-fe9815707264017b71-ff231277736d@leave.email.office.com,mailto
=?utf-8?Q?Claire=20de=20digiSchool?= ,support-bac@digischool.fr,"http://digischool.us3.list-manage1.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=179a2f55f0>,",lien
=?utf-8?Q?Cl=C3=A9mence=20de=20Nomad=20Education?= ,clemence.coursimault@nomadeducation.fr,"http://nomadeducation.us11.list-manage.com/unsubscribe?u=e2ecbc13107fadfc775253de5&id=5527d4cc8f&e=280122ebae&c=ef217e0996>,",lien
"=?UTF-8?Q?L'=C3=A9quipe_OuiCar?=
 ",contact@msfmail.ouicar.fr,leave-fd521572730b5c392848-fe5d16797064057c7c13-fed415707665047b-fe8e13727665037b72-ff981073@leave.sfmail.ouicar.fr,mailto
=?utf-8?Q?TEMA=20=E2=80=93=20NEOMA=20Business=20School=20avec=20digiSchool?= ,alexandre.toubart@neoma-bs.fr,"http://digischool.us3.list-manage2.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=6b5666f3d8>,",lien
"=?utf-8?Q?Homyday=2Ecom?="" ",invitation@info.homyday.com,abuse@info.homyday.com,mailto
=?utf-8?Q?ESCE?= ,contact@esce.fr,http://digischool.us3.list-manage.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=20bdcee3b5>,lien
=?utf-8?Q?Julie=20Demory?= ,jdemory@iscparis.com,http://digischool.us3.list-manage1.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=b764dc7f28>,lien
=?utf-8?Q?Concours=20Puissance=2011?= ,contact@concourspuissance11.fr,http://digischool.us3.list-manage.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=84d311d637>,lien
=?utf-8?Q?Nicolas=20Nguyen=20=2D=20exia.CESI?= ,nicolas.nguyen@exiacesi-event.com,http://digischool.us3.list-manage.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=c6cd9b457f>,lien
=?utf-8?Q?Nora=20des=2024h=20sp=C3=A9cial=20APB?= ,orientation@digischool.fr,http://digischool.us3.list-manage.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=a6705027fd>,lien
"FIFA 17"" ",FIFA17@e.ea.com,leave-fd8215781a3c402029-fe2b157976620674761572-ff00157274670c-fe851372776d0c7b7d-ff66107377@leave.e.ea.com,mailto
"OuiCar"" ",ne_pas_repondre@sfmail.ouicar.fr,leave-fd521572730b5c392848-fe5d16797064057c7c13-fef11778716d02-fe8e13727665037b72-ff3010777164@leave.sfmail.ouicar.fr,mailto
=?utf-8?Q?Victoire=20Mend=C3=A8s=20=2D=20ei.CESI?= ,victoire.mendes@eicesi-event.com,http://digischool.us3.list-manage.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=40d249b22a>,lien
=?utf-8?Q?Chlo=C3=A9=20de=20snapSchool?= ,admins@snapschool.net,http://digischool.us3.list-manage2.com/unsubscribe?u=f6c353e9ba108ac2e183d6393&id=2ea5f1bd83&e=58bd4704ce&c=4f1c20f508>,lien
Salons de l'Etudiant ,l'Etudiant@mailing.letudiant.fr,http://mailing.letudiant.fr/Formulaires/desabo_mc_etu.cfm?CALL_METHOD=POST&EMAIL=lucasbarbr@outlook.com&WS=3976452_6794245&WA=83238>,lien
"CANALPLAY"" ",CanalplayInfinity@emailing.canalplay.com ,http://tr.emailing.canalplay.com/do?6576CF5A54130DBF508BD9F87FCAED141AD2E9E8B8055DAEB3810C80019AAAEAE17555CE23F4855C>,lien
"CANALPLAY"" ",canalplay@emailing.canalplay.com ,http://tr.emailing.canalplay.com/do?BC0D396D2B6517289DED85496C2281BCB1B4F80A19FA10826FC2AD0477BFB0AD6E9B693BA6788A0B>,lien
"FIFA 16"" ",FIFA16@e.ea.com,leave-fd8215781a3c402029-fe8c15727260027b7c-ff901d76-fe851372776d0c7b7d-ff5e137372@leave.e.ea.com,mailto
"FIFA 16"" ",EA-France@em.ea.com,rm-0b8bmtspbgwraejaup3zhdt05tbgu74@em.ea.com,mailto
=?UTF-8?B?TGlzdGUgZGUgTm/Dq2wgRUE=?= ,listedenoel@ea.com,rm-0b8ctsyqbgwmbfsaujrb72t05tbgu06@em.ea.com,mailto
letudiant.fr - Groupe l'Etudiant ,newsletter@mailing.letudiant.fr,http://mailing.letudiant.fr/Formulaires/desabo_forum.cfm?CALL_METHOD=POST&EMAIL=lucasbarbr@outlook.com&WS=3976452_6794245&WA=87909>,lien
"6play"" ",m6@newsletter.m6.fr,erreur@newsletter.m6.fr,mailto
"Hudl"" ",noreply@hudl.com,"http://email.ubersense.com/wf/unsubscribe?upn=YIcAWPJZx94BPKBFP-2BC5fJI7XCCgUJ6rq7TBO1UcGlWCfjuWosjbBwc9JGUft-2BbNJ0aLqZOysgEPYuZcQD9AzGXLJL9VWNHD-2Bw2HWldh8Dvwrc2VjFXQE5jSvTXaag5UgsTUf25puoO3SWsLrv5h7bkqwkYgncHbbzjfYZZ5R5TJ3710r4kvI5GICVFk3dxGqIKA8rkX93bz8x66mPoux6o0R0-2FQUmDH4uVBVw-2F5ukrUoUxfG20mXmhnhyLo-2Fw06svRI-2FzUY9lnPkogU57x9N1pRs2-2FSzC6jUe3ITe9byN15iAiMpzzK41Gi5tGCA1mlDgC-2BGkTYD1SxJ8B8heJjSyh-2F9DAF7t08nPaSGWsqt8AGuJKBFW2ms59fBM5t2yW1Tz7T4zCfjW5RX1u9MCxdag-3D-3D>,",lien
"Vente Du Diable.com"" ",client@emt.vente-du-diable.com ,abuse@emt.vente-du-diable.com,mailto
contact@t411.me,,unsubscribe@unsub.sparkpost.com,mailto
"Microsoft OneDrive"" ",onedrive@microsoftemails.com,leave-fd8416751a3c402029-fe221678756205747c1274-ff3217757666-fe9713727665037f77-ff2313797362@leave.microsoftemails.com,mailto
"=?ISO-8859-1?Q?FIA-NET?="" ",suivi-livraison010421@fia-net.fr,https://www.fia-net.com/membre/desabonnement_fia-net.php?email=lucasbarbr@outlook.com>,lien
"Showroomprive.com"" ",showroom@email.showroomprive.com,leave-fd1f107072656b2531492c-fe271570726c037e731577-fe8f1670736600747c-fe9312727460017577-ff011570736304@leave.email.showroomprive.com,mailto
"Skype"" ",hello@email.skype.com,leave-fd8317751a3c402029-fe2511747062067a711677-ff3111737166-fe9813727763057d71-fe96157375660d7f7d@leave.email.skype.com,mailto
"L'Etudiant"" ",letudiant@mailing.letudiant.fr,http://mailing.letudiant.fr/Formulaires/desabo_bac.cfm?CALL_METHOD=POST&EMAIL=lucasbarbr@outlook.com&WS=3976452_6794245&WA=96181>,lien
Bac S digiSchool ,thierry@info.mediaetudiant.fr,unsub-8b2cb16d.0tw.y934mi7@bnc.mailjet.com,mailto
"Salons de l'Etudiant"" ",L'Etudiant@mailing.letudiant.fr,http://mailing.letudiant.fr/Formulaires/desabo_mc_etu.cfm?CALL_METHOD=POST&EMAIL=lucasbarbr@outlook.com&WS=3976452_6794245&WA=97404>,lien
